transaction_id,customer_id,date,amount,transaction_type
T057740,C02541,2023-04-25,4464,Withdrawal
T057741,C00353,2023-11-11,2425,Withdrawal
T057742,C02177,2023-01-15,14731,Deposit
T057743,C01108,2023-07-07,13612,Withdrawal
T057744,C02150,2023-08-31,7379,Deposit
T057745,C02066,2023-04-28,9768,Withdrawal
T057746,C01081,2023-08-26,17420,Deposit
T057747,C00376,2023-03-22,8592,Deposit
T057748,C02585,2023-02-22,11109,Withdrawal
T057749,C02541,2023-07-19,36802,Loan Payment
T057750,C02113,2023-02-27,32030,Loan Payment
T057751,C00545,2023-11-14,14670,Loan Payment
T057752,C00860,2023-03-06,13788,Withdrawal
T057753,C02268,2023-01-03,8388,Withdrawal
T057754,C00820,2023-06-28,32552,Loan Payment
T057755,C01941,2023-12-14,8827,Deposit
T057756,C02679,2023-04-21,14302,Withdrawal
T057757,C01394,2023-04-29,12822,Withdrawal
T057758,C00014,2023-07-02,12448,Withdrawal
T057759,C00741,2023-01-05,6902,Withdrawal
T057760,C01915,2023-06-13,7632,Withdrawal
T057761,C01687,2023-02-22,8666,Withdrawal
T057762,C01455,2023-03-28,4912,Deposit
T057763,C01409,2023-11-05,33212,Loan Payment
T057764,C00369,2023-12-28,2465,Withdrawal
T057765,C00308,2023-07-09,36885,Loan Payment
T057766,C01036,2023-12-02,13428,Withdrawal
T057767,C01834,2023-06-23,9066,Withdrawal
T057768,C01094,2023-03-23,5170,Withdrawal
T057769,C01085,2023-08-26,33052,Loan Payment
T057770,C01744,2023-12-11,5470,Withdrawal
T057771,C01971,2023-04-18,2632,Deposit
T057772,C00456,2023-05-05,6292,Withdrawal
T057773,C00013,2023-08-30,25167,Loan Payment
T057774,C01136,2023-11-01,4864,Deposit
T057775,C01731,2023-12-27,25955,Loan Payment
T057776,C02493,2023-12-01,6411,Loan Payment
T057777,C00988,2023-12-26,1256,Withdrawal
T057778,C00122,2023-05-17,1614,Deposit
T057779,C01825,2023-02-06,4994,Withdrawal
T057780,C00247,2023-01-13,32803,Loan Payment
T057781,C02020,2023-12-09,3106,Withdrawal
T057782,C02320,2023-06-08,13554,Deposit
T057783,C02061,2023-02-20,11923,Withdrawal
T057784,C02317,2023-12-03,18704,Deposit
T057785,C00391,2023-03-15,15615,Loan Payment
T057786,C01596,2023-06-08,3482,Deposit
T057787,C00370,2023-12-30,14984,Deposit
T057788,C02022,2023-09-09,18082,Deposit
T057789,C00749,2023-03-23,6686,Loan Payment
T057790,C02462,2023-04-03,5693,Withdrawal
T057791,C02592,2023-08-08,11087,Deposit
T057792,C00744,2023-10-09,5611,Deposit
T057793,C02923,2023-01-26,7107,Deposit
T057794,C01412,2023-09-14,1685,Withdrawal
T057795,C02554,2023-01-07,6422,Withdrawal
T057796,C00142,2023-10-04,22294,Loan Payment
T057797,C02383,2023-05-13,2906,Withdrawal
T057798,C02793,2023-09-30,14058,Loan Payment
T057799,C02833,2023-01-30,12644,Deposit
T057800,C01493,2023-06-17,11284,Withdrawal
T057801,C00318,2023-06-26,47933,Loan Payment
T057802,C02934,2023-12-27,4691,Deposit
T057803,C02963,2023-05-28,31867,Loan Payment
T057804,C02126,2023-11-24,9762,Deposit
T057805,C01003,2023-08-26,10732,Withdrawal
T057806,C01974,2023-12-06,18281,Deposit
T057807,C01497,2023-04-28,6491,Withdrawal
T057808,C02508,2023-02-17,12359,Withdrawal
T057809,C00404,2023-07-02,15378,Loan Payment
T057810,C00752,2023-09-05,13616,Loan Payment
T057811,C02856,2023-08-07,18028,Loan Payment
T057812,C01642,2023-04-01,5743,Loan Payment
T057813,C00876,2023-08-28,1619,Deposit
T057814,C02432,2023-03-04,17531,Deposit
T057815,C02730,2023-01-26,14425,Deposit
T057816,C00227,2023-11-04,20380,Loan Payment
T057817,C02470,2023-10-10,20828,Loan Payment
T057818,C01229,2023-02-08,8746,Deposit
T057819,C02789,2023-01-04,45885,Loan Payment
T057820,C02824,2023-01-08,1071,Withdrawal
T057821,C00478,2023-06-18,28683,Loan Payment
T057822,C00806,2023-10-11,36197,Loan Payment
T057823,C02487,2023-02-07,6087,Deposit
T057824,C01151,2023-02-13,28522,Loan Payment
T057825,C00696,2023-01-16,15528,Deposit
T057826,C00128,2023-11-28,11519,Withdrawal
T057827,C02089,2023-12-30,14479,Withdrawal
T057828,C02551,2023-12-14,23472,Loan Payment
T057829,C01425,2023-07-31,17205,Deposit
T057830,C00818,2023-07-28,7819,Withdrawal
T057831,C01440,2023-06-17,38639,Loan Payment
T057832,C00255,2023-03-08,6495,Loan Payment
T057833,C01181,2023-12-05,31568,Loan Payment
T057834,C02579,2023-01-04,27275,Loan Payment
T057835,C02644,2023-06-17,17271,Loan Payment
T057836,C02248,2023-06-08,11510,Deposit
T057837,C02482,2023-12-30,9333,Withdrawal
T057838,C01645,2023-04-24,12775,Deposit
T057839,C00187,2023-12-03,15069,Loan Payment
T057840,C00485,2023-08-04,11178,Loan Payment
T057841,C01784,2023-01-29,9724,Withdrawal
T057842,C02429,2023-04-11,11575,Deposit
T057843,C01614,2023-02-09,7223,Withdrawal
T057844,C01016,2023-03-05,49550,Loan Payment
T057845,C02936,2023-03-11,48563,Loan Payment
T057846,C02968,2023-09-12,26473,Loan Payment
T057847,C00129,2023-08-11,1758,Withdrawal
T057848,C00840,2023-08-09,4641,Withdrawal
T057849,C00902,2023-07-20,13591,Withdrawal
T057850,C01712,2023-01-01,3464,Deposit
T057851,C00043,2023-07-29,1337,Withdrawal
T057852,C01646,2023-10-07,9354,Withdrawal
T057853,C01888,2023-07-08,3192,Deposit
T057854,C01090,2023-04-07,11132,Deposit
T057855,C02414,2023-10-12,7501,Withdrawal
T057856,C00717,2023-03-31,3651,Withdrawal
T057857,C02390,2023-06-15,8420,Withdrawal
T057858,C00861,2023-10-23,12691,Withdrawal
T057859,C00667,2023-06-08,12032,Deposit
T057860,C02983,2023-02-27,1068,Withdrawal
T057861,C02166,2023-10-16,20268,Loan Payment
T057862,C02950,2023-08-07,12505,Withdrawal
T057863,C02771,2023-05-18,41306,Loan Payment
T057864,C02503,2023-09-09,30029,Loan Payment
T057865,C01228,2023-08-05,16212,Deposit
T057866,C00859,2023-03-10,6138,Withdrawal
T057867,C02684,2023-11-15,6360,Withdrawal
T057868,C00130,2023-05-21,11595,Withdrawal
T057869,C02285,2023-01-03,14589,Deposit
T057870,C00942,2023-07-09,20646,Loan Payment
T057871,C02016,2023-11-04,36778,Loan Payment
T057872,C02472,2023-03-20,32843,Loan Payment
T057873,C01528,2023-05-05,10243,Loan Payment
T057874,C02394,2023-06-29,11249,Loan Payment
T057875,C02920,2023-04-30,4675,Withdrawal
T057876,C01622,2023-09-09,12948,Withdrawal
T057877,C01107,2023-06-01,49607,Loan Payment
T057878,C01154,2023-11-27,3637,Deposit
T057879,C00035,2023-11-02,15611,Deposit
T057880,C00868,2023-04-16,15371,Deposit
T057881,C02181,2023-12-10,9705,Withdrawal
T057882,C00034,2023-10-04,11706,Deposit
T057883,C01003,2023-06-17,36721,Loan Payment
T057884,C02821,2023-02-24,8795,Withdrawal
T057885,C01419,2023-04-23,13634,Withdrawal
T057886,C01474,2023-10-18,16844,Deposit
T057887,C00232,2023-04-13,2439,Deposit
T057888,C02027,2023-10-12,4961,Withdrawal
T057889,C00808,2023-11-10,7768,Withdrawal
T057890,C02295,2023-10-28,7022,Withdrawal
T057891,C00855,2023-02-21,9157,Deposit
T057892,C01945,2023-10-05,2528,Withdrawal
T057893,C02349,2023-07-03,2155,Withdrawal
T057894,C00922,2023-02-20,5427,Deposit
T057895,C00596,2023-08-26,33065,Loan Payment
T057896,C00554,2023-06-25,47072,Loan Payment
T057897,C01755,2023-05-13,36830,Loan Payment
T057898,C02643,2023-10-26,17591,Loan Payment
T057899,C00499,2023-12-30,15737,Deposit
T057900,C01461,2023-08-21,35571,Loan Payment
T057901,C02378,2023-07-21,7460,Withdrawal
T057902,C02672,2023-10-06,2970,Withdrawal
T057903,C02431,2023-09-25,6160,Withdrawal
T057904,C02155,2023-11-25,16478,Loan Payment
T057905,C01470,2023-09-27,12052,Deposit
T057906,C01782,2023-10-04,11291,Withdrawal
T057907,C01879,2023-03-24,6488,Loan Payment
T057908,C00097,2023-06-25,1307,Withdrawal
T057909,C01081,2023-04-15,18248,Deposit
T057910,C02053,2023-05-31,23414,Loan Payment
T057911,C00002,2023-04-02,3444,Withdrawal
T057912,C02634,2023-02-27,17098,Loan Payment
T057913,C01864,2023-08-24,5523,Loan Payment
T057914,C00284,2023-07-05,11383,Withdrawal
T057915,C02966,2023-03-04,14820,Deposit
T057916,C01349,2023-07-05,1054,Withdrawal
T057917,C00692,2023-01-28,2007,Deposit
T057918,C02911,2023-09-12,14543,Deposit
T057919,C00764,2023-09-01,7639,Loan Payment
T057920,C00393,2023-10-26,14068,Deposit
T057921,C01615,2023-04-19,9425,Withdrawal
T057922,C01346,2023-11-16,11336,Deposit
T057923,C00290,2023-08-20,13610,Withdrawal
T057924,C01569,2023-08-08,39650,Loan Payment
T057925,C01795,2023-10-05,17951,Loan Payment
T057926,C02122,2023-01-26,15149,Deposit
T057927,C02044,2023-03-21,9201,Deposit
T057928,C00852,2023-06-01,4935,Deposit
T057929,C00309,2023-05-18,6338,Deposit
T057930,C00203,2023-06-24,23158,Loan Payment
T057931,C01232,2023-08-25,4445,Withdrawal
T057932,C00577,2023-01-29,3078,Withdrawal
T057933,C02283,2023-12-01,48247,Loan Payment
T057934,C00990,2023-11-14,6572,Loan Payment
T057935,C01067,2023-01-26,2866,Withdrawal
T057936,C00741,2023-10-17,1897,Deposit
T057937,C02551,2023-01-18,18378,Deposit
T057938,C01054,2023-03-23,14561,Loan Payment
T057939,C00295,2023-03-12,22583,Loan Payment
T057940,C00405,2023-10-12,16531,Deposit
T057941,C00469,2023-05-12,17581,Deposit
T057942,C00297,2023-05-04,35938,Loan Payment
T057943,C00872,2023-05-18,7630,Loan Payment
T057944,C01817,2023-03-06,11422,Deposit
T057945,C00936,2023-12-21,45702,Loan Payment
T057946,C02844,2023-03-14,11250,Withdrawal
T057947,C00863,2023-11-24,17290,Deposit
T057948,C00541,2023-04-09,49698,Loan Payment
T057949,C02045,2023-05-03,8070,Withdrawal
T057950,C02994,2023-02-04,10984,Deposit
T057951,C02269,2023-09-24,2714,Withdrawal
T057952,C01481,2023-07-04,13521,Deposit
T057953,C02005,2023-01-09,34885,Loan Payment
T057954,C02725,2023-04-12,20956,Loan Payment
T057955,C02333,2023-12-26,1681,Withdrawal
T057956,C00980,2023-06-20,4347,Withdrawal
T057957,C00485,2023-02-03,4479,Withdrawal
T057958,C02963,2023-08-28,18318,Loan Payment
T057959,C02889,2023-03-11,21874,Loan Payment
T057960,C01028,2023-04-28,862,Withdrawal
T057961,C01772,2023-05-27,27724,Loan Payment
T057962,C02320,2023-06-15,7401,Withdrawal
T057963,C00541,2023-03-12,16877,Deposit
T057964,C02363,2023-06-28,13484,Withdrawal
T057965,C01783,2023-12-10,12146,Deposit
T057966,C02840,2023-07-21,12799,Withdrawal
T057967,C01680,2023-04-29,6819,Deposit
T057968,C02738,2023-11-23,5215,Withdrawal
T057969,C02348,2023-10-05,1069,Withdrawal
T057970,C02218,2023-07-01,49323,Loan Payment
T057971,C02898,2023-11-07,852,Withdrawal
T057972,C02782,2023-02-07,10225,Withdrawal
T057973,C02632,2023-03-03,5776,Deposit
T057974,C02871,2023-03-24,34716,Loan Payment
T057975,C01404,2023-05-17,5472,Loan Payment
T057976,C02800,2023-12-24,10644,Deposit
T057977,C02062,2023-02-14,14427,Withdrawal
T057978,C01143,2023-08-27,11215,Deposit
T057979,C02032,2023-08-25,10444,Deposit
T057980,C00306,2023-02-06,14653,Withdrawal
T057981,C02815,2023-06-03,35617,Loan Payment
T057982,C01513,2023-12-08,6802,Withdrawal
T057983,C02830,2023-06-17,9766,Withdrawal
T057984,C02018,2023-10-23,17866,Deposit
T057985,C02742,2023-07-23,10775,Deposit
T057986,C01330,2023-10-06,4231,Deposit
T057987,C01165,2023-01-23,10512,Deposit
T057988,C01578,2023-12-07,14839,Loan Payment
T057989,C00428,2023-06-29,13162,Deposit
T057990,C00947,2023-02-21,5021,Withdrawal
T057991,C02038,2023-12-03,49694,Loan Payment
T057992,C01228,2023-03-13,2461,Withdrawal
T057993,C02480,2023-02-28,38366,Loan Payment
T057994,C02905,2023-01-21,41402,Loan Payment
T057995,C02907,2023-04-20,39407,Loan Payment
T057996,C01969,2023-10-27,5135,Withdrawal
T057997,C01220,2023-06-09,2696,Withdrawal
T057998,C02263,2023-07-05,15546,Deposit
T057999,C01613,2023-01-11,6273,Withdrawal
T058000,C01343,2023-08-25,10566,Deposit
T058001,C01340,2023-08-05,32853,Loan Payment
T058002,C02449,2023-06-01,9488,Withdrawal
T058003,C01720,2023-12-02,24041,Loan Payment
T058004,C02776,2023-04-25,25865,Loan Payment
T058005,C02541,2023-07-15,43892,Loan Payment
T058006,C00371,2023-11-01,8152,Withdrawal
T058007,C01721,2023-12-05,37349,Loan Payment
T058008,C01258,2023-05-19,1150,Deposit
T058009,C01432,2023-10-09,10691,Loan Payment
T058010,C02540,2023-02-25,45320,Loan Payment
T058011,C02455,2023-09-10,7250,Loan Payment
T058012,C01991,2023-08-25,1888,Withdrawal
T058013,C01696,2023-02-27,559,Withdrawal
T058014,C01859,2023-01-13,43276,Loan Payment
T058015,C01892,2023-03-30,11285,Withdrawal
T058016,C02278,2023-09-29,3023,Withdrawal
T058017,C01451,2023-05-24,24034,Loan Payment
T058018,C00429,2023-03-08,14706,Withdrawal
T058019,C00869,2023-07-02,9448,Withdrawal
T058020,C01719,2023-03-27,43626,Loan Payment
T058021,C02206,2023-02-04,10852,Deposit
T058022,C02019,2023-04-26,48559,Loan Payment
T058023,C02976,2023-06-03,13061,Deposit
T058024,C00232,2023-01-05,6726,Deposit
T058025,C02050,2023-04-07,10395,Deposit
T058026,C01067,2023-09-29,5314,Deposit
T058027,C02226,2023-11-06,8604,Deposit
T058028,C01190,2023-08-24,48796,Loan Payment
T058029,C02582,2023-02-14,4140,Deposit
T058030,C00451,2023-01-20,7197,Withdrawal
T058031,C01126,2023-05-22,16636,Deposit
T058032,C02756,2023-11-07,9431,Withdrawal
T058033,C01696,2023-12-06,12742,Loan Payment
T058034,C02793,2023-09-22,34849,Loan Payment
T058035,C02923,2023-01-08,25379,Loan Payment
T058036,C02571,2023-12-08,11160,Withdrawal
T058037,C01731,2023-08-04,20578,Loan Payment
T058038,C02749,2023-01-29,5538,Deposit
T058039,C01739,2023-05-04,27907,Loan Payment
T058040,C01418,2023-07-02,3849,Withdrawal
T058041,C01418,2023-10-05,42321,Loan Payment
T058042,C02459,2023-02-23,9684,Deposit
T058043,C02009,2023-05-07,6896,Deposit
T058044,C01711,2023-01-18,3512,Deposit
T058045,C00187,2023-12-05,8397,Loan Payment
T058046,C01752,2023-12-24,22283,Loan Payment
T058047,C00985,2023-09-11,23356,Loan Payment
T058048,C01497,2023-09-19,10836,Deposit
T058049,C01698,2023-08-03,4764,Withdrawal
T058050,C01933,2023-12-21,9859,Deposit
T058051,C01385,2023-06-07,47195,Loan Payment
T058052,C02395,2023-01-06,44048,Loan Payment
T058053,C00788,2023-06-28,7010,Withdrawal
T058054,C02860,2023-11-21,24904,Loan Payment
T058055,C00772,2023-12-03,17257,Deposit
T058056,C02913,2023-10-18,48286,Loan Payment
T058057,C00710,2023-05-15,1889,Withdrawal
T058058,C02499,2023-08-25,6153,Withdrawal
T058059,C02461,2023-04-24,13633,Deposit
T058060,C00993,2023-06-02,11295,Withdrawal
T058061,C00761,2023-03-30,42699,Loan Payment
T058062,C00460,2023-09-04,11317,Withdrawal
T058063,C02377,2023-09-29,8716,Withdrawal
T058064,C01488,2023-08-31,7209,Withdrawal
T058065,C01411,2023-07-18,17592,Loan Payment
T058066,C01057,2023-12-02,17392,Deposit
T058067,C00915,2023-10-15,1752,Withdrawal
T058068,C00862,2023-09-29,9216,Withdrawal
T058069,C01890,2023-04-23,40220,Loan Payment
T058070,C00037,2023-07-12,2371,Deposit
T058071,C02198,2023-07-09,31002,Loan Payment
T058072,C02031,2023-07-24,6286,Withdrawal
T058073,C01758,2023-10-25,6662,Withdrawal
T058074,C00897,2023-10-26,5725,Withdrawal
T058075,C00289,2023-06-23,4901,Withdrawal
T058076,C00120,2023-03-28,13994,Loan Payment
T058077,C00766,2023-01-23,15729,Deposit
T058078,C02517,2023-01-03,7971,Withdrawal
T058079,C01016,2023-01-05,14116,Withdrawal
T058080,C00226,2023-03-19,45824,Loan Payment
T058081,C00089,2023-07-30,13250,Deposit
T058082,C00410,2023-11-29,45847,Loan Payment
T058083,C00701,2023-02-28,5830,Deposit
T058084,C01589,2023-02-09,15804,Deposit
T058085,C01675,2023-05-07,13002,Deposit
T058086,C01424,2023-05-20,15136,Deposit
T058087,C01535,2023-03-18,1961,Deposit
T058088,C01028,2023-02-24,1161,Withdrawal
T058089,C02574,2023-03-09,4708,Withdrawal
T058090,C01044,2023-04-29,14593,Deposit
T058091,C02495,2023-03-22,9781,Withdrawal
T058092,C02931,2023-08-13,28178,Loan Payment
T058093,C02383,2023-08-27,13509,Withdrawal
T058094,C01782,2023-05-04,3750,Withdrawal
T058095,C00413,2023-04-30,2657,Withdrawal
T058096,C01596,2023-05-13,14143,Withdrawal
T058097,C01944,2023-05-07,7517,Deposit
T058098,C01798,2023-03-10,11908,Withdrawal
T058099,C02765,2023-12-04,8701,Deposit
T058100,C00994,2023-06-26,11222,Deposit
T058101,C01777,2023-06-07,8591,Deposit
T058102,C00591,2023-11-27,12781,Deposit
T058103,C02450,2023-01-31,21776,Loan Payment
T058104,C02316,2023-06-16,49594,Loan Payment
T058105,C00383,2023-12-20,13245,Loan Payment
T058106,C02765,2023-10-13,9581,Withdrawal
T058107,C00953,2023-09-07,16300,Deposit
T058108,C02759,2023-08-10,14600,Loan Payment
T058109,C00275,2023-03-27,17314,Loan Payment
T058110,C00778,2023-12-17,28995,Loan Payment
T058111,C02948,2023-12-08,3248,Deposit
T058112,C01913,2023-02-02,1141,Deposit
T058113,C01546,2023-02-03,18724,Deposit
T058114,C00487,2023-12-19,2122,Withdrawal
T058115,C01033,2023-06-26,6709,Loan Payment
T058116,C00862,2023-07-21,10799,Withdrawal
T058117,C00412,2023-06-20,15678,Deposit
T058118,C00715,2023-04-01,7492,Withdrawal
T058119,C02638,2023-02-16,16960,Loan Payment
T058120,C02330,2023-01-09,7464,Withdrawal
T058121,C01840,2023-07-18,2407,Withdrawal
T058122,C02704,2023-09-30,5071,Deposit
T058123,C01238,2023-03-20,7985,Withdrawal
T058124,C01069,2023-07-15,6084,Withdrawal
T058125,C00173,2023-05-23,29735,Loan Payment
T058126,C02749,2023-04-04,8655,Withdrawal
T058127,C02066,2023-05-02,8253,Withdrawal
T058128,C01940,2023-01-04,49485,Loan Payment
T058129,C02854,2023-04-14,7431,Loan Payment
T058130,C00081,2023-09-29,3066,Deposit
T058131,C00103,2023-07-19,10335,Withdrawal
T058132,C00741,2023-02-28,2039,Withdrawal
T058133,C01003,2023-12-23,2065,Withdrawal
T058134,C01532,2023-01-04,16259,Deposit
T058135,C00577,2023-06-01,15143,Deposit
T058136,C01058,2023-06-27,7393,Deposit
T058137,C01468,2023-04-05,1985,Withdrawal
T058138,C02464,2023-07-26,8287,Deposit
T058139,C00991,2023-05-17,19313,Deposit
T058140,C00913,2023-05-20,6150,Withdrawal
T058141,C01138,2023-01-11,17161,Deposit
T058142,C01792,2023-11-22,17681,Deposit
T058143,C02258,2023-06-16,11070,Withdrawal
T058144,C00956,2023-06-27,47743,Loan Payment
T058145,C02799,2023-01-24,5140,Withdrawal
T058146,C00124,2023-11-20,18984,Deposit
T058147,C01886,2023-11-11,2616,Withdrawal
T058148,C01932,2023-02-08,9156,Deposit
T058149,C00555,2023-08-08,3303,Withdrawal
T058150,C02331,2023-01-27,5322,Deposit
T058151,C01768,2023-09-07,11398,Withdrawal
T058152,C01681,2023-07-20,9510,Withdrawal
T058153,C02534,2023-02-10,14851,Deposit
T058154,C01971,2023-01-22,10211,Withdrawal
T058155,C02080,2023-09-14,4026,Deposit
T058156,C02615,2023-12-24,6276,Withdrawal
T058157,C00615,2023-01-25,12699,Loan Payment
T058158,C01798,2023-03-30,2273,Withdrawal
T058159,C02013,2023-07-05,13055,Loan Payment
T058160,C01052,2023-07-01,15272,Deposit
T058161,C02400,2023-07-20,9839,Deposit
T058162,C00383,2023-07-25,33068,Loan Payment
T058163,C01269,2023-10-14,2811,Deposit
T058164,C02918,2023-08-11,6114,Loan Payment
T058165,C01876,2023-03-17,8783,Deposit
T058166,C00092,2023-01-28,18581,Loan Payment
T058167,C01212,2023-11-19,19706,Loan Payment
T058168,C02151,2023-09-20,2963,Withdrawal
T058169,C01648,2023-10-24,35923,Loan Payment
T058170,C01691,2023-01-18,18795,Deposit
T058171,C00244,2023-03-16,38808,Loan Payment
T058172,C01690,2023-01-15,11974,Withdrawal
T058173,C01075,2023-05-05,40064,Loan Payment
T058174,C02976,2023-03-31,5766,Withdrawal
T058175,C01520,2023-11-07,5427,Withdrawal
T058176,C00898,2023-04-30,9428,Loan Payment
T058177,C01760,2023-07-24,11452,Deposit
T058178,C02869,2023-10-13,5085,Withdrawal
T058179,C02706,2023-07-30,10613,Withdrawal
T058180,C00922,2023-12-21,13115,Deposit
T058181,C01116,2023-08-04,2880,Withdrawal
T058182,C01663,2023-08-19,13501,Withdrawal
T058183,C02717,2023-01-03,1009,Withdrawal
T058184,C01504,2023-12-16,5829,Withdrawal
T058185,C00293,2023-08-28,16020,Deposit
T058186,C02247,2023-04-12,11184,Deposit
T058187,C02923,2023-03-24,36858,Loan Payment
T058188,C01032,2023-03-01,21696,Loan Payment
T058189,C02304,2023-03-17,24897,Loan Payment
T058190,C01800,2023-05-16,10130,Withdrawal
T058191,C01847,2023-02-10,14815,Deposit
T058192,C02627,2023-05-26,9624,Withdrawal
T058193,C00717,2023-06-26,44102,Loan Payment
T058194,C00356,2023-10-27,2490,Deposit
T058195,C00597,2023-08-27,10154,Withdrawal
T058196,C02308,2023-07-25,18606,Deposit
T058197,C01287,2023-05-24,37727,Loan Payment
T058198,C01536,2023-04-01,8734,Deposit
T058199,C00908,2023-03-08,7814,Withdrawal
T058200,C01270,2023-01-15,22595,Loan Payment
T058201,C01180,2023-11-17,10133,Withdrawal
T058202,C00995,2023-02-22,1015,Deposit
T058203,C01918,2023-03-07,34455,Loan Payment
T058204,C00334,2023-03-05,8859,Withdrawal
T058205,C00224,2023-12-04,40242,Loan Payment
T058206,C02292,2023-08-07,9917,Withdrawal
T058207,C02114,2023-12-31,9905,Deposit
T058208,C02596,2023-02-16,18323,Deposit
T058209,C01540,2023-09-06,8963,Withdrawal
T058210,C00699,2023-04-09,4235,Deposit
T058211,C01578,2023-05-26,14584,Loan Payment
T058212,C00394,2023-02-01,10583,Deposit
T058213,C01868,2023-09-16,12978,Deposit
T058214,C01230,2023-01-03,8267,Deposit
T058215,C02783,2023-08-14,9981,Deposit
T058216,C02192,2023-12-07,8413,Withdrawal
T058217,C01650,2023-03-30,30911,Loan Payment
T058218,C01391,2023-01-28,11316,Deposit
T058219,C02672,2023-08-30,6929,Loan Payment
T058220,C01619,2023-12-23,5740,Deposit
T058221,C02031,2023-10-30,8854,Loan Payment
T058222,C02293,2023-08-22,42543,Loan Payment
T058223,C02780,2023-09-27,39395,Loan Payment
T058224,C01248,2023-10-29,20227,Loan Payment
T058225,C00781,2023-11-13,4065,Deposit
T058226,C02568,2023-04-05,4895,Deposit
T058227,C01271,2023-12-08,35495,Loan Payment
T058228,C00326,2023-10-19,4979,Withdrawal
T058229,C02673,2023-09-24,13814,Withdrawal
T058230,C02550,2023-07-11,12484,Withdrawal
T058231,C02633,2023-09-21,14598,Deposit
T058232,C01983,2023-07-01,14284,Withdrawal
T058233,C01964,2023-11-20,11632,Deposit
T058234,C00275,2023-01-05,2409,Deposit
T058235,C00008,2023-01-12,18768,Deposit
T058236,C00976,2023-04-19,12580,Withdrawal
T058237,C00767,2023-06-14,9288,Deposit
T058238,C01698,2023-07-02,1005,Deposit
T058239,C01885,2023-12-09,20906,Loan Payment
T058240,C02685,2023-10-13,32774,Loan Payment
T058241,C01965,2023-08-21,4464,Deposit
T058242,C01264,2023-08-15,3603,Withdrawal
T058243,C01649,2023-01-14,10274,Withdrawal
T058244,C01024,2023-10-12,5491,Withdrawal
T058245,C00712,2023-04-26,9542,Withdrawal
T058246,C00672,2023-06-06,8330,Withdrawal
T058247,C02527,2023-05-08,12099,Deposit
T058248,C02044,2023-04-20,15348,Loan Payment
T058249,C00323,2023-12-28,12914,Deposit
T058250,C00356,2023-02-04,27683,Loan Payment
T058251,C01505,2023-08-22,22516,Loan Payment
T058252,C02277,2023-06-23,12575,Deposit
T058253,C01131,2023-06-23,5398,Deposit
T058254,C01601,2023-06-04,6368,Deposit
T058255,C01854,2023-09-29,3657,Deposit
T058256,C02851,2023-01-01,2942,Deposit
T058257,C01888,2023-07-09,12885,Withdrawal
T058258,C02130,2023-08-01,18613,Deposit
T058259,C02990,2023-03-10,9497,Deposit
T058260,C00401,2023-10-10,14270,Loan Payment
T058261,C02496,2023-07-27,10386,Deposit
T058262,C01337,2023-05-15,16746,Deposit
T058263,C01906,2023-06-02,38990,Loan Payment
T058264,C02373,2023-03-31,3871,Withdrawal
T058265,C00655,2023-06-06,10845,Loan Payment
T058266,C00622,2023-03-05,13340,Withdrawal
T058267,C02539,2023-08-23,31266,Loan Payment
T058268,C01760,2023-12-31,3140,Withdrawal
T058269,C00338,2023-02-27,14234,Withdrawal
T058270,C00909,2023-10-17,20658,Loan Payment
T058271,C02529,2023-05-19,14782,Deposit
T058272,C00582,2023-08-09,2338,Withdrawal
T058273,C01203,2023-08-02,38426,Loan Payment
T058274,C02157,2023-06-12,5006,Withdrawal
T058275,C01550,2023-11-03,4700,Withdrawal
T058276,C01528,2023-06-21,7539,Withdrawal
T058277,C00173,2023-07-13,18514,Loan Payment
T058278,C02561,2023-06-28,8647,Withdrawal
T058279,C00737,2023-05-28,32522,Loan Payment
T058280,C00303,2023-06-22,751,Withdrawal
T058281,C00736,2023-08-30,9053,Deposit
T058282,C01477,2023-09-17,13065,Loan Payment
T058283,C01262,2023-01-05,37458,Loan Payment
T058284,C00233,2023-03-19,20714,Loan Payment
T058285,C00153,2023-09-24,25630,Loan Payment
T058286,C02821,2023-10-06,6360,Deposit
T058287,C00532,2023-01-24,13069,Loan Payment
T058288,C02098,2023-10-13,10498,Deposit
T058289,C02418,2023-03-29,19901,Deposit
T058290,C01985,2023-10-25,17865,Deposit
T058291,C00687,2023-11-27,638,Withdrawal
T058292,C01599,2023-01-01,45936,Loan Payment
T058293,C02684,2023-04-13,6862,Withdrawal
T058294,C00761,2023-10-21,18599,Loan Payment
T058295,C02656,2023-12-17,39104,Loan Payment
T058296,C00385,2023-08-03,6448,Withdrawal
T058297,C01798,2023-03-07,16008,Deposit
T058298,C01531,2023-12-27,1240,Withdrawal
T058299,C00977,2023-06-11,2204,Withdrawal
T058300,C01288,2023-03-11,25225,Loan Payment
T058301,C01666,2023-04-18,12665,Deposit
T058302,C01123,2023-11-16,16585,Deposit
T058303,C02806,2023-05-21,14044,Loan Payment
T058304,C01038,2023-12-18,3927,Deposit
T058305,C01441,2023-05-03,11994,Loan Payment
T058306,C01162,2023-08-01,24529,Loan Payment
T058307,C00983,2023-10-19,13583,Deposit
T058308,C02211,2023-06-19,5239,Withdrawal
T058309,C02029,2023-01-13,7542,Withdrawal
T058310,C00397,2023-09-12,14453,Withdrawal
T058311,C00244,2023-08-22,10431,Withdrawal
T058312,C01004,2023-03-27,2137,Deposit
T058313,C01416,2023-12-14,9842,Withdrawal
